Insert HashQuad
6.438e-07
5.281e-08
9.94e-09
8.055e-08
3.311e-08
1.136e-08
9.74e-09
9.4e-09
1.012e-08
1.044e-08
1.157e-08
1.135e-08
1.022e-08
9.96e-09
1.039e-08
9.93e-09
1.233e-08
9.57e-09
9.81e-09
1.146e-08
1.02e-08
9.19e-09
1.176e-08
1.21e-08
9.27e-09
1e-08
9.03e-09
1.175e-08
1.038e-08
1.127e-08
8.91e-09
9.87e-09
9.58e-09
1.146e-08
1.162e-08
1.076e-08
1.647e-08
1.405e-08
1.132e-08
1.024e-08
1.198e-08
1.188e-08
1.26e-08
1.254e-08
1.607e-08
1.335e-08
1.191e-08
1.073e-08
1.297e-08
1.25e-08
1.198e-08
1.283e-08
1.244e-08
1.184e-08
1.24e-08
1.23e-08
1.319e-08
1.43e-08
1.522e-08
1.488e-08
1.574e-08
1.572e-08
1.543e-08
1.24e-08
1.512e-08
1.294e-08
1.212e-08
1.438e-08
1.273e-08
1.248e-08
1.292e-08
1.341e-08
1.564e-08
1.667e-08
1.14e-08
1.653e-08
1.429e-08
1.426e-08
1.451e-08
1.567e-08
1.224e-08
1.538e-08
1.447e-08
1.74e-08
1.257e-08
1.519e-08
1.442e-08
1.539e-08
1.461e-08
1.928e-08
1.824e-08
1.714e-08
1.227e-08
1.922e-08
1.716e-08
1.939e-08
1.879e-08
1.451e-08
1.59e-08
1.83e-08
Search HashQuad
9.91e-09
7.79e-09
7.99e-09
8.24e-09
9.81e-09
7.94e-09
7.9e-09
8.75e-09
8.14e-09
8.19e-09
9.21e-09
7.73e-09
8.48e-09
7.97e-09
9.25e-09
8.23e-09
8.19e-09
8.61e-09
8.59e-09
8.91e-09
8.36e-09
9.11e-09
7.9e-09
8.63e-09
7.95e-09
9.06e-09
9.25e-09
8.39e-09
9.11e-09
9.06e-09
9.39e-09
9.11e-09
8.53e-09
8e-09
8.02e-09
8.76e-09
8.38e-09
1.167e-08
8.16e-09
9.38e-09
1.028e-08
9.27e-09
1.055e-08
9.85e-09
9.97e-09
9.46e-09
1.148e-08
8.83e-09
8.81e-09
9.23e-09
1.042e-08
1.014e-08
1.073e-08
9.37e-09
9.86e-09
1.292e-08
1.157e-08
1.284e-08
1.255e-08
9.66e-09
1.127e-08
9.94e-09
9.72e-09
1e-08
9.93e-09
1.26e-08
1.088e-08
1.092e-08
1.048e-08
8.49e-09
1.167e-08
1.085e-08
1.239e-08
1.314e-08
1.095e-08
1.054e-08
1.183e-08
1.497e-08
1.253e-08
9.67e-09
1.099e-08
1.148e-08
1.226e-08
1.221e-08
1.222e-08
1.066e-08
1.16e-08
1.143e-08
1.199e-08
1.046e-08
1.273e-08
1.338e-08
1.18e-08
1.028e-08
1.376e-08
1.293e-08
1.194e-08
1.061e-08
1.336e-08
1.308e-08
HashQuad: Number of collisions
0
0
0
1
1
1
0
0
3
3
3
3
3
2
2
3
5
2
2
3
4
1
7
2
1
4
1
4
5
9
1
4
3
9
6
7
19
14
9
5
6
10
9
8
19
10
11
6
13
9
12
8
10
9
8
12
10
14
14
15
19
24
11
12
20
14
11
15
14
12
12
15
18
24
8
20
16
16
14
21
11
17
20
26
13
20
16
19
19
30
28
26
12
29
22
29
26
20
20
28
