Insert DLL
7.82e-08
7.477e-08
7.868e-08
9.811e-08
7.372e-08
3.494e-07
8.678e-08
6.105e-08
8.106e-08
1.0729e-07
7.591e-08
2.6111e-07
5.979e-08
1.1909e-07
8.947e-08
7.008e-08
5.889e-07
5.1614e-07
5.3138e-07
9.61e-08
7.486e-08
1.1553e-07
9.274e-08
9.247e-08
2.1781e-07
6.573e-08
1.1125e-07
1.3232e-07
3.7525e-07
1.9826e-07
1.1569e-07
7.978e-08
4.3576e-07
6.324e-08
1.0867e-07
6.816e-08
1.0666e-07
7.822e-08
1.3562e-07
1.1563e-07
1.3542e-07
1.15e-07
9.514e-08
1.1081e-07
8.753e-08
1.0949e-07
8.615e-08
7.001e-08
1.297e-07
1.0411e-07
1.4976e-07
1.2548e-07
1.1428e-07
5.522e-08
1.4089e-07
9.804e-08
1.6435e-07
1.095e-07
8.012e-08
5.612e-08
2.5204e-07
1.1333e-07
1.2442e-07
5.5592e-07
1.2038e-07
6.36e-08
1.1385e-07
3.8837e-07
1.4158e-07
9.289e-08
1.0691e-07
6.475e-08
1.4027e-07
1.1777e-07
1.2346e-07
3.2892e-07
1.1291e-07
6.428e-08
1.7438e-07
1.5782e-07
1.1141e-07
1.0886e-07
1.0533e-07
1.2411e-07
1.2321e-07
1.1466e-07
1.0769e-07
1.0763e-07
1.359e-07
1.1779e-07
1.3605e-07
1.5277e-07
6.197e-08
3.1244e-07
1.3839e-07
1.1449e-07
6.065e-08
5.3906e-07
6.412e-08
1.5538e-07
Search DLL
1.6762e-07
3.1334e-07
3.9615e-07
6.0865e-07
7.344e-07
1.0725e-06
1.06506e-06
1.15563e-06
1.14806e-06
1.39144e-06
1.73343e-06
1.51728e-06
1.84313e-06
1.96279e-06
2.04119e-06
2.78982e-06
5.20514e-06
2.82387e-06
3.31009e-06
2.91545e-06
3.12012e-06
3.39283e-06
5.32474e-06
4.04677e-06
3.53724e-06
3.40958e-06
4.26658e-06
1.14546e-05
4.82069e-06
5.14449e-06
3.94673e-06
4.59732e-06
4.99412e-06
4.51464e-06
5.00649e-06
5.01234e-06
4.76638e-06
5.15414e-06
5.70312e-06
1.9764e-05
1.0953e-05
1.10512e-05
6.65928e-06
6.75363e-06
8.54066e-06
9.20531e-06
7.85508e-06
7.17933e-06
1.19191e-05
2.1015e-05
6.88331e-06
8.331e-06
8.6248e-06
7.81932e-06
8.50826e-06
1.17122e-05
9.46645e-06
7.99078e-06
8.43923e-06
9.36648e-06
9.56389e-06
1.07282e-05
2.31114e-05
1.15947e-05
9.92311e-06
9.23697e-06
9.5379e-06
1.24861e-05
1.47917e-05
1.02243e-05
1.12523e-05
1.25057e-05
1.05681e-05
3.10314e-05
1.09565e-05
1.05956e-05
1.08336e-05
1.29684e-05
1.59659e-05
1.19608e-05
1.2646e-05
1.39281e-05
1.18629e-05
3.10727e-05
1.41383e-05
1.21569e-05
1.16691e-05
1.57931e-05
1.9342e-05
1.11638e-05
1.35527e-05
1.31129e-05
1.99371e-05
2.87713e-05
1.37172e-05
1.32755e-05
1.56582e-05
1.89197e-05
1.34238e-05
1.66174e-05
